식품명	식품대분류	1회제공량	내용량_단위	에너지(㎉)	단백질(g)	지방(g)	탄수화물(g)	총당류(g)	나트륨(㎎)	콜레스테롤(g)	콜레스테롤(㎎)	총 포화 지방산(g)	트랜스 지방산(g)
앙팡 유기농 아기치즈 스텝2	가공치즈	20	g	13.2	0.76	1.08	0.21	0	20	0	2.04	0.72	0.06
앙팡 유기농 아기치즈 스텝3	가공치즈	20	g	12.8	0.72	1.04	0.22	0	20	0	2.16	0.72	0.06
웰작 고다치즈	가공치즈	20	g	12.2	0.68	1	0.02	0.01	34.4	0	2.68	0.56	0.07
웰작 블루치즈	가공치즈	20	g	12.2	0.68	1.12	0.08	0	41.2	0	3	0.72	0.06
웰작 체다치즈	가공치즈	20	g	12.2	0.68	1.12	0.01	0.01	36.6	0	2.88	0.68	0.07
이오 치즈 플레인	가공치즈	20	g	13.4	0.67	1.11	0.22	0.01	37.78	0	3.33	0.78	0.11
지방을 줄여 더 담백한 슬라이스 치즈	가공치즈	20	g	10	0.68	0.64	0.32	0	37.8	0	2.24	0.4	0.02
지방을 줄인 고칼슘 치즈	가공치즈	20	g	10	0.68	0.64	0.32	0	37.8	0	2.24	0.4	0.02
체다슬라이스 치즈	가공치즈	20	g	13	0.8	1.08	0.08	0	39	0	2.6	0.6	0.06
치즈명장 드빈치 1/2지방 식이섬유 치즈	가공치즈	20	g	8.8	1.11	0.44	0.22	0.01	37.78	0	1.56	0.22	0
치즈명장 드빈치 고르곤졸라 슬라이스 치즈	가공치즈	20	g	12.2	0.67	1.02	0	0	28.89	0	2.44	0.71	0.04
치즈명장 드빈치 모짜렐라 slice 치즈	가공치즈	20	g	9.2	0.67	0.71	0	0	30.22	0	2.67	0.51	0
치즈명장 드빈치 아인슈타인 DHA치즈	가공치즈	20	g	12.6	0.67	1.11	0	0	35.56	0	3.11	0.67	0
치즈명장 드빈치 체다 슬라이스 치즈	가공치즈	20	g	12	0.8	1	0	0	28	0	2.8	0.7	0.06
치즈명장 드빈치 칼슘이 이렇게나 많이?! 고칼슘치즈	가공치즈	20	g	12.6	0.67	1.11	0	0.01	33.33	0	2.89	0.67	0
치즈명장 드빈치 피자치즈	가공치즈	20	g	12	1	0.86	0.2	0.15	18	0	3	0.58	0.06
모짜렐라 치즈 블랙	가공치즈	20	g	11.08	0.8	0.84	0.09	0	36	0	0	0	0
모짜렐라 치즈 슈레드	가공치즈	20	g	11.6	0.84	0.88	0.09	0	36	0	0	0	0
체다슬라이스치즈	가공치즈	20	g	12.2	0.76	1	0.04	0	36	0	0	0	0
체다슬라이스치즈F	가공치즈	20	g	12.2	0.76	1	0.04	0	36	0	0	0	0
가공치즈 블랙	가공치즈	20	g	14.28	0.84	1.08	0.04	0	44	0	0	0	0
고칼슘 푸르네치즈 당근	가공치즈	20	g	11.84	0.76	0.96	0.04	0.01	36	0	0	0	0
고칼슘 푸르네치즈 시금치	가공치즈	20	g	11.84	0.76	0.96	0.04	0	36	0	0	0	0
앙팡 치즈	가공치즈	20	g	13.2	0.76	1.12	0.04	0	36	0	0	0	0
푸르네 치즈 시금치	가공치즈	20	g	13.4	0.8	1.12	0.04	0	38.64	0	0	0	0
어린이치즈 앙팡	가공치즈	20	g	12.2	0.76	1.04	0.04	0	36	0	0	0	0
크림치즈 플레인	가공치즈	20	g	10.52	0.92	0.92	0.04	0.1	48	0	0	0	0
체다슬라이스치즈	가공치즈	20	g	65	0	0	0.6	0	195	0	0	0	0
이플 찢어먹는 치즈	가공치즈	20	g	80	0	0	2	0.7	60	0	0	0	0
모짜렐라치즈AR	가공치즈	20	g	60	0	0	2	0	80	0	0	0	0
남양 로젠하임 피자치즈 NU90C	가공치즈	20	g	60	0	0	0.7	0	100	0	0	0	0
모짜렐라치즈 E	가공치즈	20	g	58.42	0	0	0.13	0	85	0	0	0	0
이스트밸리 슈레드치즈	가공치즈	20	g	60	0	0	0.7	0	90	0	0	0	0
소와나무 이태리안피자치즈	가공치즈	20	g	60	0	0	0.7	0	80	0	0	0	0
소와나무 슬라이스치즈	가공치즈	20	g	60	0	0	1	0	220	0	0	0	0
인포켓치즈 오리지널	가공치즈	20	g	65	0	0	0.7	0	100	0	0	0	0
펠렛치즈	가공치즈	20	g	62	0	0	2	0	69	0	0	0	0
모짜렐라치즈 EF	가공치즈	20	g	58.42	0	0	0.13	0	85	0	0	0	0
덴마크모짜렐라치즈	가공치즈	20	g	60	0	0	0.7	0	105	0	0	0	0
진심을 담은 부드러운 슈레드 모짜렐라치즈	가공치즈	20	g	65	0	0	0.7	0	70	0	0	0	0
프레시 순 모짜렐라 치즈	가공치즈	20	g	60	0	0	0.7	0	55	0	0	0	0
이태리안 피자치즈 N60	가공치즈	20	g	60	0	0	0.7	0	80	0	0	0	0
구워먹는 치즈	가공치즈	20	g	70	0	0	1	0	100	0	0	0	0
슈레드 모짜렐라 치즈	가공치즈	20	g	60	0	0	0.7	0	80	0	0	0	0
A-100	가공치즈	20	g	60	0	0	0.7	0.1	80	0	0	0	0
건국치즈	가공치즈	20	g	60	0	0	0.7	0.1	80	0	0	0	0
데일리자연치즈	가공치즈	20	g	55	0	0	2	0	89	0	0	0	0
롤치즈	가공치즈	20	g	75	0	0	1.2	0	220	0	0	0	0
건국치즈1	가공치즈	20	g	60	0	0	0.7	0.1	80	0	0	0	0
모짜렐라 슈레드 치즈	가공치즈	20	g	60	0	0	0.7	0	130	0	0	0	0
블렌드 쉬레드 치즈	가공치즈	20	g	65	0	0	2	0	111	0	0	0	0
NEW THE PIZZA	가공치즈	20	g	55	0	0	2	0	89	0	0	0	0
애터미 임실 스트링치즈	가공치즈	20	g	65	0	0	0.7	0	60	0	0	0	0
쫄깃한 슈레드 모짜렐라 치즈	가공치즈	20	g	60	0	0	0.7	0	90	0	0	0	0
구워먹는 치즈(퀘소블랑코)	가공치즈	20	g	65	0	0	1.4	0	16.19	0	0	0	0
냉동펠렛치즈 이코노 Ⅰ	가공치즈	20	g	55	0	0	1	0	95	0	0	0	0
임실스트링치즈	가공치즈	20	g	65	0	0	0.7	0	60	0	0	0	0
목우촌 리얼스트링치즈	가공치즈	20	g	60	0	0	0.7	0	65	0	0	0	0
고다슬라이스치즈	가공치즈	20	g	65	0	0	0.6	0	170	0	0	0	0
이플 늘려먹는 치즈	가공치즈	20	g	85	0	0	3.1	0	39.81	0	0	0	0
제이스 슈레드치즈	가공치즈	20	g	60	0	0	0.7	0	90	0	0	0	0
서강툼바피자치즈	가공치즈	20	g	60	0	0	0	0	75	0	0	0	0
임실 모짜렐라 슬라이스 치즈	가공치즈	20	g	60	0	0	0.7	0	130	0	0	0	0
인포켓치즈 라이트	가공치즈	20	g	55	0	0	0.7	0	105	0	0	0	0
냉동펠렛치즈	가공치즈	20	g	60	0	0	1	0	75	0	0	0	0
남양 로젠하임 피자치즈 NU100	가공치즈	20	g	60	0	0	0.7	0	100	0	0	0	0
뿌려먹고 녹여먹는 피자치즈	가공치즈	20	g	60	0	0	0.7	0	80	0	0	0	0
서울우유 목장나들이 구워구워 치즈	가공치즈	20	g	70	0	0	0	0	100	0	0	0	0
로젠하임치즈1	가공치즈	20	g	12.4	0.8	1	0.08	0	32	0	0	0	0
로젠하임치즈2	가공치즈	20	g	12.4	0.8	1	0.08	0	32	0	0	0	0
아인슈타인 어린이치즈	가공치즈	20	g	11.6	0.76	0.92	0.08	0	32	0	0	0	0
남양 치즈명장 드빈치 웰빙 피자치즈 mini	가공치즈	20	g	12	1	0.9	0.2	0	18	0	3	0.62	0.06
드빈치 유기농 시작부터 아기치즈 1단계	가공치즈	20	g	12.2	0.67	1.11	0	0.01	13.33	0	3.56	0.78	0.07
드빈치 유기농 쑥쑥클때 어린이치즈 3단계	가공치즈	20	g	12.2	0.67	1.11	0	0.01	17.78	0	3.56	0.78	0.07
드빈치 유기농 튼튼탄탄 아기치즈 2단계	가공치즈	20	g	12.2	0.67	1.11	0	0.01	13.33	0	3.56	0.78	0.07
드빈치 크림치즈 차이브앤 어니언	가공치즈	20	g	10	0.4	0.88	0.2	0.01	20	0	4	0.6	0.1
드빈치 크림치즈 플레인	가공치즈	20	g	10	0.4	0.88	0.2	0.1	20	0	4	0.6	0.1
드빈치 피자치즈	가공치즈	20	g	12	0.64	0.96	0.16	0	48	0	1.6	0.56	0.05
이오 치즈 플레인	가공치즈	20	g	13.4	0.67	1.11	0.22	0.01	37.78	0	3.33	0.78	0.11
치즈명장 드빈치 1/2지방 식이섬유 치즈	가공치즈	20	g	8.8	1.11	0.44	0.22	0.01	37.78	0	1.56	0.22	0
치즈명장 드빈치 고르곤졸라 슬라이스 치즈	가공치즈	20	g	12.2	0.67	1.02	0	0	28.89	0	2.44	0.71	0.04
치즈명장 드빈치 모짜렐라 slice 치즈	가공치즈	20	g	9.2	0.67	0.71	0	0	30.22	0	2.67	0.51	0
치즈명장 드빈치 아인슈타인 DHA치즈	가공치즈	20	g	12.6	0.67	1.11	0	0	35.56	0	3.11	0.67	0
치즈명장 드빈치 체다 슬라이스 치즈	가공치즈	20	g	12	0.8	1	0	0	28	0	2.8	0.7	0.06
치즈명장 드빈치 칼슘이 이렇게나 많이?! 고칼슘치즈	가공치즈	20	g	12.6	0.67	1.11	0	0.01	33.33	0	2.89	0.67	0
치즈명장 드빈치 피자치즈	가공치즈	20	g	12	1	0.86	0.2	0.15	18	0	3	0.58	0.06
남양 로젠하임 피자치즈 NU90C	가공치즈	20	g	60	0	0	0.7	0	100	0	0	0	0
남양 로젠하임 피자치즈 NU100	가공치즈	20	g	60	0	0	0.7	0	100	0	0	0	0
임실 모짜렐라 슬라이스 치즈	가공치즈	20	g	60	3.1	4.5	1.4	0.5	200	0	15	3.4	0.2
덴마크 피자치즈	가공치즈	20	g	65	4.3	4.8	1	0.5	80	0	16	3.3	0.5
상하치즈 후레쉬모짜렐라	가공치즈	20	g	60	4	5	0	0	30	10	0	3	0
고다슬라이스치즈	가공치즈	20	g	65	4	5	0.6	0	170	15	0	3	0.15
상하치즈 체다 슬라이스	가공치즈	20	g	65	4	5	1	0	140	10	0	3.5	0.2
상하치즈 더블업 체다 슬라이스	가공치즈	20	g	75	4	6	1	0	200	20	0	4	0.3
CHOICE L GOLD 체다슬라이스치즈	가공치즈	20	g	60	3	5	0.37	0	200	15	0	3.5	0.2
덴마크 눈꽃치즈	가공치즈	25	g	75	0	0	0.7	0	100	0	0	0	0
라면 쏘옥 치즈	가공치즈	30	g	90	0	0	1	0	120	0	0	0	0
범산목장 유기농 자연치즈 체다	가공치즈	30	g	119	0	0	2	0	88	0	0	0	0
남양 치즈 사이에 두근두근 크림치즈	가공치즈	32	g	110	0	0	1.7	1.7	280	0	0	0	0
남양 치즈 사이에 두근두근 카야치즈	가공치즈	32	g	110	0	0	2.7	2.7	270	0	0	0	0
남양 치즈 사이에 두근두근 크림치즈	가공치즈	32	g	110	0	0	1.7	1.7	280	0	0	0	0
남양 치즈 사이에 두근두근 카야치즈	가공치즈	32	g	110	0	0	2.7	2.7	270	0	0	0	0
3층 치즈 크림치즈	가공치즈	32	g	110	5	9	1.7	1.7	280	30	0	6.5	0.5
퍼블릭치즈	가공치즈	35	g	72	0	0	2.8	0	223	0	0	0	0
고메 스트링치즈	가공치즈	40	g	97	0	0	0.6	0	180	0	0	0	0
오뚜기 슈레드 치즈 모짜렐라	가공치즈	70	g	215	0	0	1	0	280	0	0	0	0
하먼슈레드치즈	가공치즈	80	g	230	18	14	8	0	150	0	0	12	0
파마산	가공치즈	85	g	365	19	18	32	4	1990	0	40	12	0.5
파마산	가공치즈	95	g	435	27	36	5	0	1340	0	56	25.5	0.5
소프트 필라델피아 크림치즈	가공치즈	100	g	330	6	32	5	5	380	0	150	22	1
구워먹는 치즈	가공치즈	100	g	298	20.07	18.75	12.35	1.78	579.16	0	45.89	9.93	0.00057
슈레드모짜렐라	가공치즈	100	g	300	0	0	5	2	470	0	0	0	0
리치 골드 모짜렐라 슈레드	가공치즈	100	g	302	0	0	0	0	297	0	0	0	0
킹치즈 (H)	가공치즈	100	g	318	0	0	0.7	0	399	0	0	0	0
멀티팩 슈레드모짜렐라	가공치즈	100	g	300	0	0	5	2	470	0	0	0	0
펠렛치즈O	가공치즈	100	g	320	0	0	6	0	513	0	0	0	0
남양 드빈치 피자치즈	가공치즈	100	g	320	0	0	1.4	0	580	0	0	0	0
킹치즈 모짜렐라 100	가공치즈	100	g	315	0	0	0.7	0	500	0	0	0	0
펠렛치즈N	가공치즈	100	g	298	0	0	10	0	389	0	0	0	0
난타피자치즈	가공치즈	100	g	340	0	0	1	0	630	0	0	0	0
오대오(모짜)	가공치즈	100	g	285	0	0	2	0	500	0	0	0	0
킹치즈 모짜렐라100(F)	가공치즈	100	g	325	0	0	2	2	420	0	0	0	0
네츄럴(X100)	가공치즈	100	g	290	0	0	2	0	510	0	0	0	0
사조오양 모짜렐라(K)	가공치즈	100	g	320	0	0	2	2	360	0	0	0	0
킹치즈 U 모짜렐라 100	가공치즈	100	g	287	0	0	2	0	511	0	0	0	0
피자치즈	가공치즈	100	g	300	0	0	1	1	470	0	0	0	0
유가네자연치즈 체다믹스	가공치즈	100	g	325	0	0	0	0	440	0	0	0	0
하모니 100(reen)	가공치즈	100	g	310	0	0	1	0.5	510	0	0	0	0
하모니55(F)	가공치즈	100	g	295	0	0	3	1	450	0	0	0	0
하모니721	가공치즈	100	g	325	0	0	0.7	0	510	0	0	0	0
KIN 자연치즈	가공치즈	100	g	310	0	0	1	0.7	360	0	0	0	0
펠렛치즈P	가공치즈	100	g	325	0	0	3	0	353	0	0	0	0
냉동 펠렛치즈O	가공치즈	100	g	320	0	0	6	0	513	0	0	0	0
하모니91	가공치즈	100	g	310	0	0	0.7	0	440	0	0	0	0
명품골드 스트링치즈	가공치즈	100	g	240.96	0	0	3	0	170	0	0	0	0
서브큐내츄럴631피자치즈	가공치즈	100	g	316	0	0	6	0	361	0	0	0	0
모짜렐라치즈 W	가공치즈	100	g	274	0	0	5	1	320	0	0	0	0
쉐프원 부드럽게 녹는 코트니 치즈	가공치즈	100	g	325	0	0	2	0	400	0	0	0	0
킹치즈 AD 모짜렐라 100	가공치즈	100	g	350	0	0	2	0.7	880	0	0	0	0
보보스 스트링치즈	가공치즈	100	g	244.36	0	0	2	0	135	0	0	0	0
고다 치즈	가공치즈	100	g	350	0	0	0	0	700	0	0	0	0
남양 드빈치 피자치즈 mini	가공치즈	100	g	320	0	0	1.4	0	580	0	0	0	0
레드체다치즈100	가공치즈	100	g	305	0	0	2	0	435	0	0	0	0
킹치즈 U 모짜렐라 100(F)	가공치즈	100	g	287	0	0	2	0	511	0	0	0	0
킹치즈 (P82)	가공치즈	100	g	320	0	0	0	0	420	0	0	0	0
엔젤스노우 모짜렐라(F)	가공치즈	100	g	320	0	0	2	2	360	0	0	0	0
킹치즈 UH 모짜렐라 100	가공치즈	100	g	330	0	0	3	1	330	0	0	0	0
네츄럴(R00)	가공치즈	100	g	405	0	0	2	0	640	0	0	0	0
임실생치즈	가공치즈	100	g	317	0	0	4	0	337	0	0	0	0
베스트코 모짜렐라치즈	가공치즈	100	g	285	0	0	2	0	510	0	0	0	0
코리원모짜렐라치즈	가공치즈	100	g	290	0	0	0	0	840	0	0	0	0
킹치즈 레드체다100	가공치즈	100	g	410	0	0	0	0	610	0	0	0	0
삼아 모짜렐라 100	가공치즈	100	g	300	0	0	1	0	430	0	0	0	0
엔젤스노우 모짜렐라	가공치즈	100	g	305	0	0	0.7	0	400	0	0	0	0
CHOICE L MOZZARELLA PIZZA CHEESE 담백하고 고소한 모짜렐라 피자치즈	가공치즈	100	g	300	0	0	1	1	470	0	0	0	0
하모니(P3)	가공치즈	100	g	350	0	0	2	0.7	880	0	0	0	0
데미샘아펜젤러치즈*100g*데미샘목장	가공치즈	100	g	366	25	25	0	0	680	0	0	9	0
남양 드빈치 피자치즈	가공치즈	100	g	320	0	0	1.4	0	580	0	0	0	0
남양 드빈치 피자치즈 mini	가공치즈	100	g	320	0	0	1.4	0	580	0	0	0	0
프레시 순 모짜렐라 치즈	가공치즈	100	g	302	23	22	3	1	630	0	65	13	1
슈레드모짜렐라	가공치즈	100	g	300	23	21	5	2	470	65	0	13	1
덴마크 피자치즈	가공치즈	110	g	350	0	0	2	0	600	0	0	0	0
오′쉐프 모짜렐라치즈	가공치즈	200	g	55	0	0	0	0	100	0	0	0	0
감자, 대지, 생것	감자 및 전분류	100	g	67	2.01	0.04	15.08	0	1	0	0	0.03	0
감자, 대지, 삶은것	감자 및 전분류	100	g	77	2.07	0.08	17.39	0	1	0	0	0.03	0
감자, 대지, 찐것	감자 및 전분류	100	g	80	2.11	0.09	18.17	0	2	0	0	0.03	0
감자, 대지, 구운것	감자 및 전분류	100	g	90	2.43	0.09	20.5	0	1	0	0	0.03	0
감자, 부침가루 	감자 및 전분류	100	g	355	12.1	1.4	73.6	0	18	0	0	0	0
감자, 수미, 생것	감자 및 전분류	100	g	70	1.93	0.03	16.07	0	1	0	0	0.02	0
감자, 수미, 삶은것	감자 및 전분류	100	g	76	1.99	0.04	17.43	0	1	0	0	0.02	0
감자, 수미, 찐것	감자 및 전분류	100	g	75	1.94	0.05	17.28	0	0	0	0	0.02	0
감자, 수미, 구운것	감자 및 전분류	100	g	85	2.3	0.08	19.38	0	0	0	0	0.03	0
감자, 자색, 생것	감자 및 전분류	100	g	82	2.8	0	18.5	0	18	0	0	0	0
감자, 자색, 찐것	감자 및 전분류	100	g	85	2.3	0	19.5	0	18	0	0	0	0
감자, 자심, 생것	감자 및 전분류	100	g	64	1.8	0	14.7	0	4	0	0	0	0
감자, 보라밸리, 생것	감자 및 전분류	100	g	60	1.45	0.02	13.79	0	2	0	0	0.02	0
감자, 보라밸리, 삶은것	감자 및 전분류	100	g	69	1.39	0.05	15.97	0	2	0	0	0.02	0
감자, 로즈, 생것	감자 및 전분류	100	g	68	2.25	0.03	15.18	0	0	0	0	0.02	0
감자, 로즈, 삶은것	감자 및 전분류	100	g	79	2.34	0.09	17.87	0	1	0	0	0.02	0
감자 과자, 감자칩, 구운것	감자 및 전분류	100	g	469	5	18.2	71.4	5.01	554	0	0	2.631	0
감자 과자, 감자칩, 튀긴것	감자 및 전분류	100	g	536	4.95	30.33	60.92	0	342	0	0	8.17	0.21
감자 튀김, 튀긴것	감자 및 전분류	100	g	293	3.54	11.3	44.16	0.19	258	0	0	2.52	0.15
감자 튀김, 해쉬브라운, 튀긴것	감자 및 전분류	100	g	219	2.65	11.59	28.51	0.27	15	0	0	0.934	0.036
감자 샐러드	감자 및 전분류	100	g	143	2.68	8.2	11.17	0	529	0	68	1.429	0
으깬감자	감자 및 전분류	100	g	83	1.91	0.57	17.57	1.48	302	0	2	0.302	0
고구마, 말린것	감자 및 전분류	100	g	312	2.3	0.1	75.7	0	0	0	0	0	0
고구마, 찐것	감자 및 전분류	100	g	130	1.5	0	31.3	0	2	0	0	0	0
고구마, 베니하루까, 생것	감자 및 전분류	100	g	147	1.03	0.45	34.91	7.08	13	0	0	0.04	0
고구마, 분질(밤) 고구마, 생것	감자 및 전분류	100	g	154	1.01	0.11	37.19	9.83	7	0	0	0.05	0
고구마, 분질(밤) 고구마, 찐것	감자 및 전분류	100	g	169	1.07	0.15	40.92	13.01	7	0	0	0.06	0
고구마, 분질(밤) 고구마, 구운것	감자 및 전분류	100	g	189	1.01	0.16	45.96	14.95	10	0	0	0.06	0
고구마, 신율미, 생것	감자 및 전분류	100	g	164	1	0.61	38.84	4.64	47	0	0	0.04	0
고구마, 신자미, 생것	감자 및 전분류	100	g	107	1.3	0.1	25.5	0	10	0	0	0	0
고구마, 연황미, 생것	감자 및 전분류	100	g	127	1.1	0	30.7	0	14	0	0	0	0
고구마, 점질(호박) 고구마, 생것	감자 및 전분류	100	g	141	1.17	0.2	33.77	9.83	8	0	0	0.06	0
고구마, 점질(호박) 고구마, 찐것	감자 및 전분류	100	g	157	1.1	0.15	37.91	14.48	5	0	0	0.05	0
고구마, 점질(호박) 고구마, 구운것	감자 및 전분류	100	g	186	1.25	0.16	44.98	23.21	9	0	0	0.06	0
고구마, 주황미, 생것	감자 및 전분류	100	g	105	1	0.1	25.1	0	14	0	0	0	0
고구마, 진홍미, 생것	감자 및 전분류	100	g	140	1.2	0	33.8	0	9	0	0	0	0
당면, 고구마, 말린것	감자 및 전분류	100	g	358	0.08	0.07	88.75	0	8	0	0	0.04	0
당면, 고구마, 삶은것	감자 및 전분류	100	g	123	0.03	0.04	30.38	0	3	0	0	0.02	0.01
당면, 고구마, 감자, 말린것	감자 및 전분류	100	g	350	0	0.2	86.6	0	7	0	0	0	0
곤약(구약나물), 가루 	감자 및 전분류	100	g	177	3	0.1	85.3	0	18	0	0	0	0
곤약(구약나물), 국수형, 생것	감자 및 전분류	100	g	6	0.2	0.00001	3	0	10	0	0	0	0
곤약(구약나물), 판형, 생것	감자 및 전분류	100	g	6	0.12	0.01	3.06	0	2	0	0	0.01	0
돼지감자, 생것	감자 및 전분류	100	g	35	2.18	0.09	14.92	6.37	2	0	0	0.02	0
돼지감자, 말린것	감자 및 전분류	100	g	172	10.43	0.46	74.35	11.64	10	0	0	0.11	0.01
돼지감자, 삶은것	감자 및 전분류	100	g	39	2.23	0.11	17.16	0	2	0	0	0.02	0
마, 단마, 생것	감자 및 전분류	100	g	63	1.84	0.12	14.05	1	4	0	0	0.02	0
마, 장마, 생것	감자 및 전분류	100	g	45	1.56	0.28	9.55	2.22	3	0	0	0.02	0
마, 장마, 삶은것	감자 및 전분류	100	g	49	1.47	0.25	10.51	2.47	1	0	0	0.02	0
마, 둥근마, 생것	감자 및 전분류	100	g	152	3.56	0.98	33.24	0.15	3	0	0	0.05	0
아피오스감자, 생것	감자 및 전분류	100	g	175	6.1	0.5	38.2	0	31	0	0	0	0
야콘, 뿌리, 생것	감자 및 전분류	100	g	62	0.7	0.1	14.7	0	7	0	0	0	0
전분, 감자, 가루	감자 및 전분류	100	g	334	0.07	0.02	82.7	0.05	22	0	0	0.01	0
전분, 고구마, 가루 	감자 및 전분류	100	g	346	0	0.05	85.85	0.01	8	0	0	0.02	0
전분, 밀, 가루	감자 및 전분류	100	g	351	0.2	0.5	86	0	3	0	0	0	0
전분, 쌀, 가루	감자 및 전분류	100	g	366	0.2	0.7	89.3	0	11	0	0	0	0
전분, 옥수수, 가루	감자 및 전분류	100	g	366	0.19	0.56	89.6	0.05	6	0	0	0.21	0
전분, 옥수수, 밀, 가루 	감자 및 전분류	100	g	379	0.3	0	93.8	0	16	0	0	0	0
전분, 칡뿌리, 가루	감자 및 전분류	100	g	347	0.2	0.2	85.6	0	2	0	0	0	0
천마, 생것	감자 및 전분류	100	g	77	0.9	0	18.5	0	8	0	0	0	0
천마, 찐것	감자 및 전분류	100	g	81	1.1	0	19.3	0	7	0	0	0	0
칡뿌리, 생것	감자 및 전분류	100	g	137	2.48	0.1	32.05	4.13	0	0	0	0.04	0
칡즙	감자 및 전분류	100	g	21	0.44	0	4.91	1.61	3	0	0	0	0
토란, 생것	감자 및 전분류	100	g	71	2.08	0.14	15.77	0	2	0	0	0.05	0
토란, 삶은것	감자 및 전분류	100	g	73	2.17	0.18	16.28	0.46	2	0	0	0.05	0
토란, 찐것	감자 및 전분류	100	g	76	2.4	0.17	16.75	0	2	0	0	0.05	0
히카마(얌빈), 생것	감자 및 전분류	100	g	44	0.68	0.06	10.36	4.59	1	0	0	0.02	0
히카마(얌빈), 삶은것	감자 및 전분류	100	g	45	0.39	0.06	10.66	2.93	0	0	0	0.03	0
가시발새우	갑각류	100	g	71	15.2	0.5	0.6	0	0	0	0	0	0
가재	갑각류	100	g	126	0	0	3	0	0	0	0	0	0
각시흰새우	갑각류	100	g	85	15.7	1.6	1	0	0	0	0	0	0
갯가재	갑각류	100	g	87	16.1	1.7	0.8	0	0	0	0	0	0
갯가재	갑각류	100	g	0	17.2	0	0	0	0	0	0	0	0
갯가재	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
거북손	갑각류	100	g	0	17.1	0.9	0	0	0	0	0	0	0
긴뿔천길새우	갑각류	100	g	92	0	0	0.0001	0	0	0	0	0	0
깨다시꽃게	갑각류	100	g	0	15.1	0	0	0	0	0	0	0	0
깨다시꽃게	갑각류	100	g	0	0	1	0	0	0	0	0	0	0
꽃게	갑각류	100	g	0	15.9	0	0	0	0	0	0	0	0
꽃게	갑각류	100	g	0	0	0.7	0	0	0	0	0	0	0
꽃게	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
꽃게	갑각류	100	g	74	13.7	0.8	2	0	0	0	0	0	0
꽃게-내장	갑각류	100	g	0	10.6	0	0	0	0	0	0	0	0
꽃게-내장	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
꽃게-알	갑각류	100	g	0	25.4	0	0	0	0	0	0	0	0
꽃새우	갑각류	100	g	0	19	0	0	0	0	0	0	0	0
남방도화새우	갑각류	100	g	0	0	1.4	0	0	0	0	0	0	0
닭게	갑각류	100	g	69	0	0	0.1	0	0	0	0	0	0
닭새우	갑각류	100	g	0	14.5	0	0	0	0	0	0	0	0
닭새우	갑각류	100	g	88	17	1.2	1.3	0	0	0	0	0	0
닭새우	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
닭새우	갑각류	100	g	0	0	0.6	0	0	0	0	0	0	0
대게	갑각류	100	g	85	17.4	1	0.5	0	0	0	0	0	0
대게	갑각류	100	g	0	0	0.9	0	0	0	0	0	0	0
대하	갑각류	100	g	0	21.6	0	0	0	0	0	0	0	0
대하	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
대하	갑각류	100	g	82	18.1	0.6	0.1	0	0	0	0	0	0
대하	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
동남참게	갑각류	100	g	125	13.7	3	9.8	0	0	0	0	0	0
물렁가시붉은새우	갑각류	100	g	0	0	0.6	0	0	0	0	0	0	0
물렁가시붉은새우	갑각류	100	g	83	18	0.5	0.6	0	0	0	0	0	0
민꽃게	갑각류	100	g	86	14.8	1.6	2	0	0	0	0	0	0
바닷가재	갑각류	100	g	0	0	0.9	0	0	0	0	0	0	0
밤송이게	갑각류	100	g	0	15.1	0	0	0	0	0	0	0	0
보리새우	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
보리새우	갑각류	100	g	71	15.1	0.7	0.1	0	0	0	0	0	0
보리새우	갑각류	100	g	0	14.6	0	0	0	0	0	0	0	0
보리새우	갑각류	100	g	0	0	2.3	0	0	0	0	0	0	0
부채새우	갑각류	100	g	65	13.7	0.8	0.0001	0	0	0	0	0	0
부채새우	갑각류	100	g	0	15	0	0	0	0	0	0	0	0
부채새우	갑각류	100	g	0	0	2.1	0	0	0	0	0	0	0
부채새우	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
북쪽분홍새우	갑각류	100	g	0	0	0.6	0	0	0	0	0	0	0
붉은대게	갑각류	100	g	0	13.5	0	0	0	0	0	0	0	0
붉은대게	갑각류	100	g	48	10.5	0.3	0.3	0	0	0	0	0	0
붉은대게-수컷-다리	갑각류	100	g	0	12.1	0.4	0	0	0	0	0	0	0
붉은대게-수컷-몸통	갑각류	100	g	0	8	2.7	0	0	0	0	0	0	0
붉은대게-알	갑각류	100	g	0	13.4	4	0	0	0	0	0	0	0
붉은대게-암컷-다리	갑각류	100	g	0	14.5	0.6	0	0	0	0	0	0	0
붉은대게-암컷-몸통	갑각류	100	g	0	8.9	3.1	0	0	0	0	0	0	0
쏙	갑각류	100	g	85	14.9	0.8	3.7	0	0	0	0	0	0
쏙	갑각류	100	g	0	0	0	0	0	0	0	0	0	0
쏙	갑각류	100	g	0	11.1	0	0	0	0	0	0	0	0
쏙	갑각류	100	g	0	0	0.8	0	0	0	0	0	0	0
왕게	갑각류	100	g	67	0	0	0.6	0	0	0	0	0	0
